---- 1 pangram ----
abcdefk ['feedback']
defglru ['dredgeful', 'grudgeful']
defhils ['disflesh', 'fieldish']
defhlos ['fleshhood', 'selfhood']
defilms ['filmslide', 'misfield']
defilnr ['flinder', 'infielder']
defilns ['defiledness', 'fiendliness']
defimns ['fiendism', 'misdefine']
definrs ['densifier', 'refinedness']
defintv ['definitive', 'indefinitive']
defiprv ['perfervid', 'prefervid']
defirsv ['diversified', 'diversifier']
defirtw ['driftweed', 'ferdwit']
defklnu ['unfluked', 'unflunked']
deflmor ['merfold', 'morefold']
deflnor ['enfolder', 'fondler']
deflnos ['foodlessness', 'onefoldness']
deflnsy ['defenselessly', 'fleyedness']
deflors ['fodderless', 'fordless']
deflorv ['overflood', 'overfold']
defmnor ['formedon', 'nonfreedom']
defmorv ['overformed', 'overfreedom']
defnorv ['overfond', 'overoffend']
defnprs ['predefense', 'preferredness']
defnrsu ['unrefused', 'unsuffered']
deghilt ['delight', 'delighted']
deghinr ['greenhide', 'herding']
deghint ['nighted', 'nighttide']
deghist ['desight', 'sighted']
deghnor ['greenhood', 'negrohood']
deghnot ['thegnhood', 'thonged']
deghors ['dogshore', 'gooseherd']
degimnp ['impeding', 'impending']
degimrs ['semigirder', 'semirigid']
degimst ['demidigested', 'semidigested']
deginps ['speeding', 'spending']
degiprs ['spidger', 'sprigged']
degirsw ['degreewise', 'ridgewise']
degjlnu ['jungled', 'unjuggled']
degjpru ['prejudge', 'prejudger']
deglmor ['ledgerdom', 'lodgerdom']
deglnos ['godlessness', 'goldenness']
deglntu ['ungentled', 'unglutted']
deglopr ['pledgeor', 'pledgor']
degmnst ['desegmented', 'segmented']
degmors ['greedsome', 'smoodger']
dehilrs ['disrelish', 'shielder']
dehinst ['disthene', 'histidine']
dehirsw ['shrewdish', 'weirdish']
dehistw ['whiteside', 'widthwise']
dehknos ['hookedness', 'keeshond']
dehknsu ['huskened', 'unhusked']
dehlnru ['unhurdled', 'unhurled']
dehlnuw ['unwheedled', 'unwheeled']
dehlopr ['herpolhode', 'preholder']
dehnops ['sphendone', 'sphenodon']
dehnors ['hornedness', 'nonshedder']
dehnosw ['snowshed', 'snowshoed']
dehnruw ['underhew', 'whereunder']
deiklns ['kindliness', 'linkedness']
deiklrs ['disliker', 'skilder']
deiklst ['skittled', 'steedlike']
deilmrs ['remediless', 'semiriddle']
deilnsx ['indexless', 'indexlessness']
deilsvw ['devilwise', 'swiveled']
deimnps ['epidesmine', 'misspend']
deimprt ['dirempt', 'permitted']
deinptx ['expedient', 'inexpedient']
deinrsw ['sidewinder', 'weirdness']
deinrsz ['deresinize', 'redisseizin']
deinstz ['desensitize', 'destinezite']
deiprsw ['sideswiper', 'sidewiper']
deirstv ['detersive', 'strived']
dejlnuw ['unjeweled', 'unjewelled']
deklnru ['knurled', 'underkeel']
deknort ['korntonde', 'korntonder']
deknorw ['wonderwork', 'woodkern']
deknsuw ['skunkweed', 'unskewed']
delmnow ['lemonweed', 'lemonwood']
delmntu ['muddlement', 'unmelted']
delmors ['seldomer', 'smolder']
delnopt ['pleodont', 'pondlet']
delnorw ['rendlewood', 'wonderwell']
delnosw ['downless', 'woodlessness']
delnprs ['resplend', 'splender']
delnptu ['undepleted', 'unpelted']
delnpty ['dependently', 'pendently']
delnruv ['underlevel', 'underlever']
delnsuv ['unsleeved', 'unvesseled']
delntuw ['undwelt', 'unwelted']
deloprt ['droplet', 'reedplot']
delorst ['oldster', 'stroddle']
delorsv ['oversold', 'resolved']
delrsty ['desertedly', 'desertlessly']
delrsuv ['revulsed', 'verdureless']
demorst ['drosometer', 'osteoderm']
demorsw ['wormseed', 'wowserdom']
demprst ['dempster', 'redemptress']
denopst ['despondent', 'spottedness']
denorsv ['nonreversed', 'oversend']
denortw ['downtrend', 'downtrodden']
denpstu ['stupend', 'unsteeped']
denrtux ['unexerted', 'unextruded']
deoprsv ['overdepress', 'overspeed']
deorstx ['dextrorse', 'dextrose']
deorsvw ['overdrowsed', 'oversorrowed']
dfhiosw ['fishwood', 'woodfish']
dfilmnu ['mindful', 'unmindful']
dfnopru ['profound', 'unprofound']
dghilns ['dishling', 'hidlings']
dghilnu ['dunghill', 'huddling']
dghintu ['thudding', 'undight']
dghmotu ['dogmouth', 'thugdom']
dghnotu ['donought', 'doughnut']
dgiknos ['dogskin', 'nonskidding']
dgilnor ['lording', 'lordling']
dgilnow ['downligging', 'woolding']
dgilnsy ['sidlingly', 'slidingly']
dgilnvy ['dividingly', 'diviningly']
dginopr ['drooping', 'dropping']
dginops ['iodospongin', 'spongoid']
dginorw ['wording', 'wrongdoing']
dginosw ['disgown', 'downswing']
dginoxz ['nonoxidizing', 'oxidizing']
dgnortu ['groundnut', 'outground']
dhilost ['doltish', 'lithosiid']
dhimost ['isthmoid', 'thomisid']
dhimrsu ['humdrummish', 'murshid']
dhinopr ['phoronid', 'rhipidion']
dhinotw ['downwith', 'twinhood']
dhioprz ['phorozooid', 'rhizopod']
dhmopry ['hydromorph', 'hydromorphy']
dhoprsy ['hydrops', 'hydropsy']
dilnpsy ['insipidly', 'spindly']
dimnost ['dominionist', 'monodist']
dimnosv ['divisionism', 'misdivision']
dimprtu ['imputrid', 'tripudium']
dinoprs ['disprison', 'prosodion']
dinopst ['disposition', 'indisposition']
dlmorsu ['doldrums', 'dorsulum']
dlnopsy ['polyspondyly', 'spondyl']
dmnostu ['odontomous', 'odontostomous']
dmoprsu ['prodromous', 'prodromus']
efgilst ['giftless', 'stiffleg']
efginrs ['signifer', 'signifier']
efginst ['fittingness', 'stiffening']
efglntu ['effulgent', 'fulgent']
efglorw ['foreglow', 'frogflower']
efgnors ['foregoneness', 'frognose']
efhikls ['fishlike', 'fleshlike']
efhilms ['flemish', 'himself']
efhinst ['heftiness', 'shiftiness']
efhiprs ['serfship', 'sheriffship']
efhlort ['forthtell', 'forthteller']
efhlstu ['sheetful', 'sleuthful']
efhmort ['foremother', 'therefrom']
efhorsw ['foreshow', 'foreshower']
efhrstu ['furtherest', 'furthest']
efiklns ['knifeless', 'lifelikeness']
efiklnt ['flinkite', 'flintlike']
efiklst ['fistlike', 'stifflike']
efilmns ['filminess', 'flimsiness']
efilmst ['fistmele', 'leftism']
efilnrs ['frilliness', 'sniffler']
efilprt ['prefertile', 'prefilter']
efilrvx ['irreflexive', 'reflexive']
efimnrt ['refinement', 'refitment']
efimnst ['feminist', 'infestment']
efinstv ['festiveness', 'infestive']
efinstw ['swiften', 'swiftness']
efirstw ['fretwise', 'swifter']
efknorw ['foreknow', 'foreknower']
eflmnsu ['menseful', 'unmenseful']
eflnort ['florent', 'frontlet']
eflnost ['felstone', 'notself']
eflntuv ['eventful', 'uneventful']
efloprv ['flopover', 'loveproof']
eflorsv ['fervorless', 'foresleeve']
eflorsw ['flossflower', 'flowerless']
eflprsu ['pressful', 'purseful']
eflrsuv ['reserveful', 'reverseful']
efmoprs ['remorseproof', 'sporeformer']
efnorsw ['forenews', 'forswornness']
efnortw ['fernwort', 'forwent']
efnrstu ['futureness', 'unfester']
eghilnr ['herling', 'hireling']
eghimnt ['meneghinite', 'nighttime']
eghlnop ['phellogen', 'phenegol']
eghlnrt ['lengthener', 'lengther']
eghlnty ['lengthy', 'thegnly']
eghlort ['orthologer', 'theologer']
eghlost ['ghostless', 'ghostlet']
eghmnor ['heromonger', 'horrormonger']
eghnopt ['photogen', 'photogene']
eghortw ['regrowth', 'wetherhog']
egiklnr ['erlking', 'ringlike']
egilmst ['legitimism', 'legitimist']
eginrtx ['exigenter', 'genetrix']
egiprst ['preregister', 'prestige']
eglmrsu ['grummels', 'smuggler']
eglnopr ['prolonge', 'prolonger']
eglnops ['nongospel', 'spongeless']
eglnpru ['plunger', 'replunge']
eglnstu ['ungenteelness', 'ungentleness']
egloprs ['gospeler', 'progospel']
eglorst ['ergosterol', 'osteologer']
egmnrst ['emergentness', 'resegment']
egnorsv ['governess', 'overgrossness']
egnorvw ['overgown', 'overgrown']
egnprsu ['supergene', 'supergun']
egprstu ['pregust', 'presuggest']
ehiklps ['sheepkill', 'sheeplike']
ehikmrs ['semishirker', 'skirmisher']
ehiknps ['pinkishness', 'sheepskin']
ehiknrt ['rethink', 'thinker']
ehikrsw ['whisker', 'whiskerer']
ehilnrs ['shrillness', 'shrineless']
ehimnps ['hemipenis', 'impishness']
ehimprt ['hemipter', 'hephthemimer']
ehimprw ['whimper', 'whimperer']
ehimpst ['mephitis', 'mephitism']
ehinpsw ['nephewship', 'whippiness']
ehinstv ['seventieth', 'thievishness']
ehinsvx ['vixenish', 'vixenishness']
ehinswz ['wheeziness', 'whizziness']
ehintvw ['whitevein', 'withvine']
ehlmnop ['mellophone', 'melophone']
ehlmnot ['menthenol', 'menthol']
ehlmort ['holometer', 'telethermometer']
ehlmost ['holostome', 'mothless']
ehlnrst ['enshelter', 'shelterlessness']
ehlortw ['holewort', 'whortle']
ehlorvw ['overhollow', 'overwheel']
ehlprsu ['spherule', 'sulphurless']
ehmnopt ['monophote', 'motophone']
ehmnort ['enthronement', 'nethermore']
ehmorsw ['somewhere', 'somewheres']
ehmortw ['homewort', 'motherwort']
ehmprty ['hypermeter', 'hyperthermy']
ehnopst ['osteophone', 'stethophone']
ehoprsw ['horsepower', 'preshow']
ehorstw ['otherwheres', 'throwster']
eiklnrw ['wrenlike', 'wrinkle']
eiklprt ['reptilelike', 'tripelike']
eiklrsv ['silverlike', 'sliverlike']
eikmrst ['kermesite', 'kremersite']
eilmnpt ['impellent', 'implement']
eilmrsv ['semiservile', 'servilism']
eilnprs ['presenile', 'slipperiness']
eilnrtv ['invertile', 'viertelein']
eilnstv ['lenitiveness', 'velvetiness']
eilrstw ['trestlewise', 'wristlet']
eimnrsv ['nervism', 'remissiveness']
eimprsz ['misprize', 'misprizer']
eimrstv ['timeserver', 'veritism']
eimrstw ['miswrite', 'swimmeret']
eimrstx ['extremism', 'extremist']
einprsv ['priviness', 'repressiveness']
einprtx ['experient', 'inexpert']
einrstx ['intersex', 'sixteener']
einrstz ['resensitize', 'sensitizer']
eiprstv ['persistive', 'previsit']
eirstvw ['trivetwise', 'viewster']
eklnpsu ['spelunk', 'spunkless']
ekmnors ['moskeneer', 'nonsmoker']
eknortw ['network', 'tentwork']
ekoprsw ['presswork', 'pressworker']
elmnopt ['elopement', 'nonelopement']
elmnort ['enrollment', 'enrolment']
elmnosv ['lovesomeness', 'movelessness']
elmnotx ['extollment', 'extolment']
elmnrst ['resettlement', 'termlessness']
elmorsw ['morrowless', 'wormless']
elmrsty ['smeltery', 'termlessly']
elnorsw ['ownerless', 'renownless']
elnostv ['nonsolvent', 'solvent']
elnostw ['townless', 'wesselton']
elnprtu ['purulent', 'unrepellent']
elnpstu ['unslept', 'unspelt']
elnrstw ['newsletter', 'newsteller']
elnrsty ['relentlessly', 'sternly']
eloprsw ['powerless', 'woolpress']
elorstw ['towerless', 'woolsorter']
elorsvw ['overslow', 'overswell']
elrstwy ['sweltry', 'westerly']
emnortv ['removement', 'ventometer']
emnprsu ['supremeness', 'unsupreme']
emnprtu ['erumpent', 'untemper']
emnrtux ['externum', 'unextreme']
emoprtv ['overprompt', 'overtempt']
emorstv ['overmost', 'servomotor']
enprsuv ['supervene', 'unperverse']
enprtuv ['preventure', 'unpervert']
eoprsvx ['overexpose', 'overexpress']
epqrstu ['perquest', 'prerequest']
fghilnt ['flighting', 'nightflit']
fghiltu ['flightful', 'lightful']
fghilty ['flightily', 'flighty']
fghiors ['frogfish', 'froggish']
fgilnor ['flooring', 'frogling']
fgilnru ['ruffling', 'unruffling']
fgilnty ['fittingly', 'flittingly']
fgilost ['fossilogist', 'fossilologist']
fgimnor ['forming', 'igniform']
fginrtu ['fruiting', 'turfing']
fginstu ['stuffing', 'unstuffing']
fglorsu ['fulgorous', 'fulgurous']
fhilops ['fishpool', 'foolship']
fhiopst ['fishpot', 'softship']
fhlmoru ['humorful', 'humourful']
fhlmotu ['fullmouth', 'mouthful']
fhlnrtu ['unhurtful', 'untruthful']
fiklrsu ['friskful', 'riskful']
fiklstu ['kistful', 'lutfisk']
fikoprs ['kissproof', 'riskproof']
filmorv ['oliviform', 'villiform']
filorst ['florist', 'trifoliosis']
filpstu ['spitful', 'upliftitis']
fimnopr ['piniform', 'pinniform']
fimorst ['fortissimo', 'rostriform']
finoprs ['poisonproof', 'sinproof']
flmnoru ['mournful', 'unmournful']
fmoprst ['postform', 'stormproof']
ghiklnt ['knightling', 'thinkling']
ghikntu ['unknight', 'unthinking']
ghilnrt ['thirling', 'thrilling']
ghilnst ['slighting', 'tinglish']
ghilntw ['whitling', 'whittling']
ghilost ['histologist', 'lithologist']
ghiltwy ['twilighty', 'wightly']
ghimnos ['gnomish', 'moonshining']
ghimnst ['smithing', 'tinsmithing']
ghimost ['ghostism', 'highmost']
ghimpsy ['pygmyish', 'pygmyship']
ghinopw ['whooping', 'whopping']
ghinors ['horsing', 'shoring']
ghinort ['inthrong', 'northing']
ghinrsu ['rushing', 'unshrugging']
ghlosty ['ghostly', 'ghostology']
gijnost ['jingoist', 'joisting']
giklnsy ['kissingly', 'slinkingly']
giklorw ['grillwork', 'workgirl']
gikmnos ['nonsmoking', 'smoking']
giknrst ['skirting', 'striking']
gilmnos ['moolings', 'moslings']
gilmnot ['mottling', 'nonlimiting']
gilmnpu ['lumping', 'plumping']
gilmnsy ['missingly', 'smilingly']
gilmost ['mimologist', 'misologist']
gilnopr ['poorling', 'propooling']
gilnopt ['piloting', 'plotting']
gilnopw ['pillowing', 'plowing']
gilnort ['rootling', 'trolling']
gilnorw ['growling', 'woolgrowing']
gilnpst ['splitting', 'stippling']
gilnrty ['tiringly', 'tryingly']
gilnrvy ['rivingly', 'virginly']
gimnort ['motoring', 'nonmotoring']
gimnrsu ['unsurmising', 'urningism']
ginqstu ['squinting', 'unsquinting']
ginrstv ['striving', 'virginitis']
ginrsuv ['surviving', 'unsurviving']
glmoruw ['lugworm', 'lurgworm']
glmosty ['glossotomy', 'symtomology']
glnopsy ['opsonology', 'spongology']
glnostu ['gluttonous', 'ungluttonous']
glnosty ['gnostology', 'nostology']
gloprty ['polyglotry', 'tropology']
hilmnot ['millionth', 'monolith']
hilmops ['ophiophilism', 'philosophism']
hilnops ['lionship', 'phospholipin']
hilnost ['tonsillith', 'tonsillolith']
hiloprt ['lithotriptor', 'tropophil']
hiloprw ['whippoorwill', 'whirlpool']
himnops ['minionship', 'phonism']
himnsty ['hymnist', 'tinsmithy']
himpsty ['physitism', 'symphytism']
himrsty ['rhymist', 'rhythmist']
hinoprs ['prosiphon', 'sponsorship']
hinoprt ['horntip', 'photoprint']
hinopst ['opisthion', 'opisthotonos']
hinrstu ['inthrust', 'runtish']
hkoprsw ['shopwork', 'workshop']
hlmosty ['homostyly', 'smoothly']
hloprsy ['phosphoryl', 'sporophyll']
hloprty ['prothyl', 'protophyll']
hlortwy ['whorlywort', 'wrothly']
hlprsuy ['sulphury', 'sulphuryl']
hmnopsu ['homophonous', 'monophonous']
hmnopty ['nymphotomy', 'phytonomy']
hmnorsu ['nonhumorous', 'unhumorous']
hmnostu ['homotonous', 'unsmooth']
hmopstu ['posthumous', 'posthumus']
hnopstu ['photonosus', 'phototonus']
hnortuw ['unthrown', 'unworth']
iklmops ['milksop', 'milksopism']
iklnost ['solotink', 'solotnik']
ikloprw ['lipwork', 'pillowwork']
iklorsw ['silkwork', 'silkworks']
ikorstw ['skirwort', 'wristwork']
ilmnops ['implosion', 'monopolism']
ilmnstu ['illuminist', 'luminist']
ilmopst ['millpost', 'pilotism']
ilmpstu ['plumist', 'pulpitism']
ilnopst ['pointillist', 'postilion']
ilnpsuv ['pulvinulus', 'pulvinus']
imnoprs ['imprison', 'misprision']
imnorst ['intromission', 'nonmotorist']
imnrstu ['misturn', 'untruism']
imoprsv ['improviso', 'improvisor']
imprstv ['primitivism', 'primitivist']
imprtvy ['imprimitivity', 'primitivity']
inprsty ['syntripsis', 'trypsin']
korstwy ['storywork', 'tryworks']
lnorstu ['nonlustrous', 'unlustrous']
loprsty ['prostylos', 'sportly']
mnopstu ['postnotum', 'unsumptuous']
---- 3 pangrams ----
abcdekr ['barebacked', 'cakebread', 'redback']
abcdelr ['barraclade', 'declarable', 'decreeable']
abceflt ['affectable', 'factable', 'labefact']
abcehnr ['brancher', 'charabancer', 'rebranch']
abcekln ['blacken', 'blackneb', 'blackneck']
abceknr ['bracken', 'breakneck', 'canebrake']
abcekrt ['backtracker', 'battercake', 'bracket']
abcelmn ['balanceman', 'cableman', 'menaceable']
abcelnr ['balancer', 'barnacle', 'rebalance']
abcenrs ['reabsence', 'sarbacane', 'scarabaean']
abcerst ['abstracter', 'bescatter', 'scabrate']
abchint ['antibacchic', 'bacchantic', 'tachibana']
abcilms ['balsamic', 'balsamical', 'cabalism']
abcilnr ['carbanil', 'carbanilic', 'rabbinical']
abcilns ['albicans', 'basilican', 'basiliscan']
abclmru ['ambulacral', 'ambulacrum', 'umbraculum']
abdefln ['defendable', 'fableland', 'fendable']
abdegrw ['badgerweed', 'beggarweed', 'wagbeard']
abdehnr ['barehanded', 'bradenhead', 'headbander']
abdehrs ['haberdash', 'haberdasher', 'haberdasheress']
abdekmr ['bedmaker', 'bradmaker', 'breadmaker']
abdelnt ['bandelet', 'bandlet', 'tableland']
abdelpr ['drapable', 'drapeable', 'predable']
abdelpt ['adaptable', 'baldpate', 'bedplate']
abdelst ['battlestead', 'blasted', 'detestable']
abdemnr ['breadman', 'embannered', 'membraned']
abderst ['breasted', 'dabster', 'redbreast']
abdhinr ['bhandari', 'hairband', 'hindbrain']
abdhirs ['bardish', 'drabbish', 'shadbird']
abdilst ['balistid', 'balladist', 'blastid']
abdmnor ['boardman', 'bombardon', 'moorband']
abdmort ['matboard', 'mattboard', 'mortarboard']
abdorst ['astarboard', 'bradsot', 'starboard']
abeflmr ['farmable', 'framable', 'frameable']
abeflrt ['beflatter', 'blaffert', 'flatterable']
abeglmn ['bemangle', 'gabelleman', 'manageable']
abeglrt ['glabrate', 'rattlebag', 'regrettable']
abehlrs ['harassable', 'sharable', 'shareable']
abeklmr ['barrelmaker', 'bellmaker', 'remarkable']
abeklst ['basketball', 'skateable', 'stalkable']
abelmnr ['enmarble', 'mannerable', 'membranelle']
abelmpr ['peramble', 'permeable', 'preamble']
abenrtv ['beaverteen', 'reverberant', 'verbenate']
abglnot ['balatong', 'longboat', 'oblongatal']
abhrstu ['hatbrush', 'tarbrush', 'tarbush']
abilnrt ['atrabilarian', 'brantail', 'brilliant']
ablopst ['aplobasalt', 'apoblast', 'optoblast']
aboprst ['absorpt', 'barpost', 'bootstrap']
acdehtw ['catchweed', 'deathwatch', 'watched']
acdelns ['calends', 'decalescence', 'needlecase']
acdelpr ['placardeer', 'placarder', 'predeclare']
acdelrs ['decreaseless', 'escalader', 'scalder']
acdelst ['castellated', 'castled', 'decastellate']
acdenrv ['advancer', 'caverned', 'readvance']
acdginr ['carangid', 'cardigan', 'carding']
acdhilr ['archradical', 'diarchial', 'rachidial']
acdhlor ['achordal', 'chordal', 'dorlach']
acdhotw ['chatwood', 'thatchwood', 'woodchat']
acdiprs ['paradisaic', 'paradisiac', 'paradisic']
acdlnor ['caldron', 'concordal', 'cornland']
acefhrt ['afterhatch', 'fathercraft', 'fratcher']
aceghrt ['charterage', 'creaght', 'teacherage']
aceglnr ['cangler', 'glancer', 'reclang']
acegprs ['scapegrace', 'scrapeage', 'scrappage']
acehklr ['chackler', 'chalker', 'hackler']
acehlmr ['chalmer', 'charmel', 'marechal']
acehlps ['chapeless', 'chapless', 'sphacel']
acehmrt ['carthame', 'matcher', 'rematch']
acehprs ['cheeseparer', 'preacheress', 'presearch']
acehrtw ['catchwater', 'watcher', 'waterchat']
aceklrw ['cakewalker', 'clawker', 'crackleware']
acekrst ['recasket', 'restack', 'stacker']
acelmns ['calmness', 'scaleman', 'scalesman']
acelmrs ['creamless', 'scamler', 'sclerema']
acelnrv ['cavernal', 'relevance', 'vernacle']
acelpst ['spectacle', 'spectacleless', 'spectacles']
acemnpr ['permanence', 'permeance', 'premenace']
acemnst ['camstane', 'casement', 'encasement']
acenprs ['esperance', 'pancreas', 'parascene']
acenpst ['aspectant', 'pappescent', 'peccantness']
acenptx ['exceptant', 'expectance', 'expectant']
acenrsv ['cravenness', 'recanvas', 'severance']
acfipst ['pacificist', 'pacifist', 'pacifistic']
acflntu ['fluctuant', 'unfactual', 'untactful']
acghilr ['chiralgia', 'rachialgia', 'rachialgic']
acghinr ['arching', 'chagrin', 'charging']
acgimrt ['grammatic', 'trigrammatic', 'trigrammic']
acgirst ['agastric', 'gastric', 'gastritic']
achilrs ['carlish', 'clairschach', 'saccharilla']
achimnp ['camphanic', 'champain', 'chinampa']
achimpr ['amphicarpic', 'pharmacic', 'pharmic']
achinpt ['antiaphthic', 'antipathic', 'aphanitic']
achlmos ['chloasma', 'scholasm', 'schoolmaam']
achlopt ['catchpoll', 'potlatch', 'tolpatch']
achlors ['chlorsalol', 'scholar', 'scholarch']
achlpry ['archphylarch', 'phylarch', 'phylarchy']
achmnru ['churchman', 'uncharm', 'unmarch']
achmopr ['camphor', 'coracomorph', 'parachroma']
achnrty ['antarchy', 'archtyrant', 'chantry']
achoprt ['cataphora', 'taropatch', 'toparch']
achrsty ['acatharsy', 'scratchy', 'starchy']
acilmnr ['amacrinal', 'calamarian', 'criminal']
acilnrs ['arsanilic', 'carnassial', 'scalarian']
acimnpt ['anacamptic', 'capmint', 'mancipant']
acimpst ['psammitic', 'psittacism', 'spasmatic']
acimrst ['atmiatrics', 'marcasitic', 'scimitar']
acinstv ['antivaccinist', 'nativistic', 'vaccinist']
acklmor ['cloakroom', 'lockram', 'marlock']
aclmnor ['collarman', 'colorman', 'conormal']
aclnptu ['punctal', 'punctual', 'unpunctual']
acmnopr ['crampon', 'cropman', 'monocarp']
acmnort ['commorant', 'cormorant', 'monocrat']
acnoprt ['contraprop', 'copatron', 'pornocrat']
adefhnr ['freehand', 'freehanded', 'hardfern']
adeflnr ['fenlander', 'fernland', 'referendal']
adeghnr ['greenhead', 'greenheaded', 'hardanger']
adeglnt ['delegant', 'entangled', 'geldant']
adegnst ['needgates', 'negatedness', 'standage']
adegprs ['pasgarde', 'passegarde', 'spadger']
adehkns ['handshake', 'shanked', 'snakehead']
adehlrs ['ashlared', 'heraldess', 'heraldress']
adehlst ['deathless', 'headstall', 'steelhead']
adehmns ['ashamedness', 'headsman', 'shedman']
adehnps ['handspade', 'sapheadedness', 'snaphead']
adehnst ['handset', 'headstand', 'sandheat']
adeklrs ['skedaddler', 'skelderdrake', 'skeldrake']
adekrst ['redstreak', 'straked', 'streaked']
adelmns ['dalesman', 'leadsman', 'measledness']
adelmrt ['dreamlet', 'trammeled', 'trammelled']
adelnpt ['leadenpated', 'pantaletted', 'planeted']
adelnst ['eastland', 'elatedness', 'standel']
adelprs ['paradeless', 'spalder', 'spraddle']
ademnpr ['dampener', 'predamn', 'predemand']
ademnps ['dampness', 'spademan', 'spadesman']
ademnst ['mattedness', 'stamened', 'steadman']
adempst ['estampede', 'stampede', 'stepdame']
aderstv ['devaster', 'starved', 'traversed']
adgilnw ['dawdling', 'waddling', 'windgall']
adgimnr ['admiring', 'dramming', 'ridingman']
adginst ['againstand', 'instanding', 'standing']
adilmnr ['drillman', 'mandrill', 'rimland']
adilnst ['distilland', 'standstill', 'stillstand']
adilprs ['paradisal', 'paradisial', 'parapsidal']
adimrst ['dramatism', 'dramatist', 'triadism']
adimrsw ['misaward', 'misdraw', 'wardsmaid']
adinprs ['diaspirin', 'paradisian', 'parapsidan']
adinprt ['dandiprat', 'patnidar', 'tapiridian']
adinrst ['distrain', 'distraint', 'sinistrad']
adinrsw ['inwards', 'sinward', 'windwards']
adlorsw ['dorsalward', 'dorsalwards', 'worldwards']
adnopsw ['sapanwood', 'sappanwood', 'snapwood']
adnorsw ['noonwards', 'norwards', 'onwards']
aefglnt ['enflagellate', 'fanglet', 'flagellant']
aefhmrt ['afterharm', 'aftermath', 'hamfatter']
aefhrtw ['afterwrath', 'featherfew', 'whereafter']
aeflnrt ['flattener', 'fraternal', 'lanternleaf']
aeflnst ['fatalness', 'fenestella', 'flatness']
aeflrtw ['afterwale', 'flatware', 'waterfall']
aefprst ['afterpast', 'prefeast', 'pressfat']
aeghlnp ['phalange', 'phalangeal', 'phalangean']
aeghmnt ['hangment', 'metagnath', 'thameng']
aeghnst ['aghastness', 'hangnest', 'stengah']
aeglmrt ['lettergram', 'reamalgamate', 'telegram']
aeglnpr ['engrapple', 'grapnel', 'paraglenal']
aeglnrw ['wangler', 'wrangle', 'wrangler']
aeglnst ['gallantness', 'langsettle', 'tangless']
aegnprs ['engrasp', 'passenger', 'pressgang']
aegprst ['paragaster', 'steepgrass', 'trespassage']
aehkmrt ['earthmaker', 'hatmaker', 'heatmaker']
aehlnps ['haplessness', 'saphenal', 'shapelessness']
aehlpst ['pathless', 'plashet', 'sheepsteal']
aehlrtw ['earthwall', 'leatherware', 'wreathlet']
aehlstw ['thawless', 'wealthless', 'wheatless']
aehmnpr ['enhamper', 'ephemeran', 'hamperman']
aehmnst ['heatsman', 'manesheet', 'smashment']
aehnprt ['panther', 'phenanthrene', 'prethreaten']
aeklmrs ['alkermes', 'kerslam', 'markless']
aeklnst ['asklent', 'snakelet', 'tankless']
aekmrst ['estmark', 'stakemaster', 'taskmaster']
aelmnrs ['mannerless', 'mannerlessness', 'ranselman']
aelmprs ['lampers', 'resample', 'sampler']
aelnprs ['paraselene', 'pernasal', 'prenasal']
aelnptx ['expellant', 'explanate', 'explant']
aelnrsv ['enslaver', 'severalness', 'venerealness']
aelnrtx ['external', 'extrarenal', 'relaxant']
aelprsv ['prereversal', 'preserval', 'vesperal']
aemnpst ['appeasement', 'enstamp', 'passement']
aenprsw ['newspaper', 'newspaperese', 'spawner']
afghirs ['gairfish', 'garfish', 'ragfish']
afgilnr ['fairling', 'flaring', 'friarling']
afgilnt ['fatling', 'flatling', 'flatting']
afhilst ['fishtail', 'flatfish', 'flattish']
afhirst ['ratfish', 'starfish', 'tashrif']
afilmst ['familist', 'fatalism', 'mistfall']
aghilns ['ashling', 'slangish', 'slashing']
aghimnt ['nightman', 'thingman', 'tithingman']
aghinps ['paganish', 'shaganappi', 'shaping']
aghinsv ['shaving', 'shavings', 'vanishing']
aghirst ['grihastha', 'straight', 'straightish']
agikmnr ['marking', 'rimmaking', 'ringmaking']
agikmnt ['matmaking', 'mintmaking', 'tankmaking']
agiknst ['skating', 'stagskin', 'takings']
agilmnr ['alarming', 'marginal', 'marginalia']
agilmnt ['malignant', 'malting', 'mantling']
agilnrs ['ringsail', 'sigillarian', 'siglarian']
agimnpr ['gripman', 'prigman', 'ramping']
agimnrs ['agrarianism', 'grainsman', 'grammarianism']
aginstw ['gaintwist', 'waisting', 'wasting']
aglmntu ['amatungula', 'multangulum', 'tamlung']
aglnrtu ['gratulant', 'ultragallant', 'unguttural']
ahikprs ['parkish', 'sharkship', 'sparkish']
ahilmns ['animalish', 'hillsman', 'nihilianism']
ahilpst ['phallist', 'phallitis', 'spathilla']
ahinrst ['antitarnish', 'tarnish', 'trishna']
ahlmopr ['allomorph', 'amphoral', 'homopolar']
ahlnopr ['alphorn', 'anaphoral', 'proanaphoral']
ahmnpst ['phantasm', 'phantasma', 'phantasmata']
ahnortw ['hawthorn', 'wanworth', 'warnoth']
ahoprst ['pastophor', 'throatstrap', 'trapshoot']
ahrstwy ['swarthy', 'thwartways', 'washtray']
ailmnsv ['malvasian', 'navalism', 'vanillism']
ailmprs ['misprisal', 'prismal', 'spiralism']
akorstw ['strawwork', 'tarworks', 'taskwork']
almnort ['matronal', 'nonmortal', 'trollman']
alnrstu ['lustrant', 'transannular', 'transnatural']
